is_positive,text
0,"-may contain spoilers-<br /><br />Clearly, who ever made this film must have had a lot of connections. I just can't see it any other way. What really surprises me is no one used the name Allen Smithee, and more surprising, everyone involved didn't use this name.<br /><br />Anyhow, where to begin. The bad dialogue, the crummy costumes, the sorry looking film stock, the unintentional comedy, the over-the-top characters, and more inconsistencies than George W. Bush's college career. I don't know what was funnier, the guy losing his arm because of a snowball, or the slow motion scene where all the baby Jack Frosts' were getting killed. Also, one of the great lines of all time was uttered in this film. ""How do we know it's him?"" Like there's another mutant snowman who can talk and kill people with snowballs! A great camp film, but a very bad film overall."
0,"Loosely based on novels by Earl Derr Biggers, 20th Century Fox's Charlie Chan series proved an audience favorite--but when Japan attacked Pearl Harbor the studio feared audiences would turn against its Asian hero. This was a miscalculation: actor Sidney Toler took the role to ""poverty row"" Monogram Studios, where he continued to portray the character in eleven more films made between 1944 and his death in 1947.<br /><br />20th Century Fox had regarded the Chan films as inexpensive ""B"" movies, but even so the studio took considerable care with them: the plots were often silly, but the pace was sharp, the dialogue witty, and the casts (which featured the likes of Bela Lugosi and Ray Milland) always expert. The result was a kindly charm which has stood the test of time. Monogram was a different matter: Chan films were ""B"" movies plain and simple. Little care was taken with scripts or cast and resulting films were flat, mediocre at best, virtually unwatchable at worst.<br /><br />Thanks to an adequate cast and a few interesting plot devices, THE SHANGHAI COBRA is among the best of the Monogram-made Chan films--but even so it barely manages to achieve a consistent mediocrity. In this particularly entry, Chan (Sidney Toler) is called upon to investigate a murderer who kills with what appears to be a cobra-like bite; at the same time, he decides to make certain that a government supply of radium tucked away in a bank vault, of all places, remains secure. Do these two seemingly unrelated plot lines come together? Well... could be! Sidney Toler is always enjoyable as Chan, but most of his Monogram performances seemed ""phoned in""--and that is as true of COBRA as it is of any Monogram Chan film. As usual, the really enjoyable performer is Mantan Mooreland. Changing times have led us to look upon Moreland's brand of comedy as demeaning to African-Americans, but he was an expert actor and comic, and taken within the context of what was possible for a black actor in the 1940s his work has tremendous charm and innocence.<br /><br />Fans of the 20th Century Fox series are likely to find Monogram's Chan a significant disappointment and newcomers who like the Monogram films will probably consider them third-rate after encountering the Fox films. Like other Monogram Chan films, THE SHANGHAI COBRA is best left to determined collectors. Four stars, and that's being generous.<br /><br />GFT, Amazon Reviewer"
0,"Terrible. There's no way to get around it. A script at the level of one from some Mexican soap opera, a choice and use of the places of shooting that make the movie labyrinthine and at the same time, repetitive and monotonous, with disastrous performances of almost the entire cast. The references to Tarantino's work, so poorly made, are more an insult than anything else. I suspect that was not for the shameless and plot-unrelated exploitation of Matadinho's generous curves , nobody would take the effort to go watch this film to any theater.<br /><br />These are the kind of films that make me have no desire to watch Portuguese cinema."
0,"The plot in Petites Coupures certainly left this viewer dumbfounded.<br /><br />***spoiler***<br /><br />In the space of 48hrs or so, Auteuil's character has an affair with a teenager, loses his wife's affections, attempts to seduce Scott Thomas, is rejected by her goes on to grope yet another female character in the back of a car and then is finally shot for his trouble.<br /><br />***end of spoiler***<br /><br />wha ???<br /><br />The only saving grace in this flick is Kristin Scott Thomas. Similar to Charlotte Rampling, she seems a *natural* to star in French cinema. My hope is that one day François Ozon may cast her in a part where she can show her true talent.<br /><br />There are some fine French films such as the remarkable Le Colonel Chabert begging for a DVD release, yet this is the tripe that gets chosen.<br /><br />Avoid this one.<br /><br />zzzz.."
0,"I saw this movie last night at the Berlinale as part of the competition. It was billed as the ""world premiere"" of the movie by the host (though it seems that people here have seen it previously). I have to say, I still don't really know what to make of the movie. I am unfamiliar with the book, purchased the ticket only two hours beforehand and had only limited knowledge of the plot. Not enough, as it seems, as I had problems getting into the movie. The movie is sometimes being narrated by Jones' character but somehow that perspective did not fit for me. And I really cannot say if some of the laughs the movie got were calculated or not. The cuts were abrupt and disruptive, the scenes seemed somehow slapped together and the storytelling did not always make sense right away (even leaving out the supernatural parts) - the actors were really good but could not really save the movie somehow. It was entertaining but sometimes only in the sense that I sat there thinking about technical details of movie making and what went wrong with this one. I still do not know what kind of mood the director intended the movie to have. It was a strange mix of light, dark, supernatural. It sadly did not draw me in at all and I rather watched it with a technical eye. But thinking about what is wrong with a movie while watching it is the best sign that a movie somehow has failed. I would have definitely expected something else with these actors involved...too bad!"
0,"Joseph Conrad's novel, Heart of Darkness, had a vivid sense of description that made this book astonishing. When reading this book I had every scene totally drawn out in my head and I knew what every character looked like. This book had many pieces and when I finished reading this book it seemed as the puzzle had been completed. After I finished reading Heat of Darkness, I watched the movie, which was a mistake. The movie cut out so many substantial parts. For example, in the novel Marlow waited a very long time for the rivets to come for him to fix his boat. This was a big source of futility. In the movie that part was just left out. The movie added more parts that were useless and made no sense. For example, when Kurtz was talking to Marlow at the end of the book and Kurtz snapped the monkey's neck and killed him. What purpose did that scene have, other than to make the audience feel sorry for the monkey? It's as if the script writer didn't even read the whole book and just put the parts that he read in the movie. If I had not read the novel before I had watched the movie I would have been thoroughly confused. The book was amazing and it is truly a classic in American Literature, but the movie could have defiantly been nominated for the worst picture in the Razzie Awards."
0,"Its gonna be hard to make this fill 10 lines.... But ill give it a try (just to prevent others from making the same mistake as i did - to watch this (awful and boring) movie.<br /><br />I like Patrick swayze - he did a excellent performance in films like Ghost - Dirty Dancing - Point Break - North & South (TV series), but in this movie..... ARGH....This movie is so booooooring, the acting is awful - the script sucks - well.. i cant even find ONE good thing, nothing, absolutely NOTHING. I was watching it with 2 other friends and we all agreed that this was one of the most boring films we had ever seen, and the fact that it lasts for more then 3 hours (which we didn't know) - when part 1 was over and it said ""to be continued"", we almost cried ""nooooooooooooo, do we have to watch 90 minutes more of this movie!!!!"".<br /><br />Its painful to see this movie: At no time do you get the impression that the actors are Russians, the action scenes are extremely bad. The ONLY good scene is when the truck explodes in the beginning of the movie! The rest is CRAP! GO clean your toilet, instead of watching this movie (and don't come running, crying if you do see this movie - you were pre warned!) Personally i would recommend Patrick Swayze to call his agent and have them recall this movie - its that bad."
0,"Other commenters have described this movie as ""classic 1950s SciFi"" with clever use of stock footage and documentary footage, and clever character interaction.<br /><br />Nothing could be further from the truth.<br /><br />Yes, this is classic 1950s SciFi...but 1950s SciFi at its most blindingly stupid worst.<br /><br />Consider that the Mantis's first prey is a radar station shown first from the air, then on the ground... but the station is (from the air) pictured as on a mountaintop, with snow on one side and semi-cleared dark ground on the other side, but when (on the ground) investigators visit the site, it's suddenly on a flat, evenly white plain, miles from the nearest mountain.<br /><br />Consider also, the ludicrous pseudo-scientific babble of the highly-recommended expert who is brought in to examine a huge claw. He says ""Well, we know one thing... it can't have come from an animal, because every known species of animal has a bony skeleton. Even reptiles and birds have bones."" He then goes on to say that some creatures ...snails, shellfish, insects... do not have bony skeletons. Excuuuuuse me ? Let's define ""animal"", here. Not even in the 1950s could anyone over the age of six take this man as an expert in biology, since he clearly doesn't know what an ""animal"" is, nor have the ability to name several broad categories of animals who lack bony skeletons (sharks, rays, jellyfish, insects, mollusks, arthropods, gastropods, sponges, arachnids, echinoderms....you get the idea.) The characters are cardboard, 2D stock types... scientist, sidekick girlfriend, big bad monster. Nothing here shows any sense of creativity. No pulse, no life signs.<br /><br />There're no witty dialogs, the special effects are silly even for their time, and the stock footage is employed with a reckless disregard for continuity. This is B-movie making at its dead worst, with a production crew that clearly couldn't be bothered to try even halfheartedly.<br /><br />Use sparingly, as sleeping medicine or punishment for small children who're easily offended by bad science."
0,"SPOILERS<br /><br />*<br /><br />*<br /><br />*<br /><br />*<br /><br />This is Tenchi?<br /><br />This is not Tenchi.<br /><br />Practically everyone is written horribly out of character ... When it comes to characterization, the only bright spot is the friendship between Ayeka and Ryoko.<br /><br />Also, the villainess is not punished for her actions, which amount to mind-control rape. If a male villain had done to one of the women what Haruna does to Tenchi, then he would have (rightfully so) painfully bought it at the end of the movie, dying horribly, and the audience would have cheered. But not only does Haruna pay no price for her crimes, Ryoko actually FORGIVES and UNDERSTANDS her actions. No! The real Ryoko would have disintegrated her for what Haruna had done to her beloved Tenchi; the audience I saw this with, myself included, all booed audibly at this scene<br /><br />Anime fans, avoid this movie. Tenchi fans, avoid this movie even harder."
0,"I had the funny chance of seeing this on Mystery Science Theater 3000, four years ago. I must admit it wasn't as badly done as some other science fiction/horror movies of the time. The plot revolved around an astronaut that came back to earth with alien embryo's inside of him. Now the plot is quite weird, well if you can even call that a plot. (Seeing a space program run out of one building and an old pickup truck is drop-dead funny!) I'll admit it was horrible by today's standards (and 20 years ago)...but I can see myself 43 years ago watching and being charmed by this movie. It's not even close to the badness of Invasion of the Neptune Men, Manos: Hands of Fate or Future War.<br /><br />"
0,"People call a 976 ""party line"" to talk dirty to strangers, and perhaps meet up for a sexual liason. A deranged, somewhat incestuous sister and occasional transvestite brother use the line to find people to kill, usually married men, but they don't discriminate! A pair of sixteen year old girls also call the line for fun, pretending to be older, of course. One of them works as a babysitter for a married man who's hot for her (or anyone).<br /><br />Meanwhile, a vice cop is borrowed by homicide when he's the first to discover one of the siblings' victims. He's teamed with a female assistant of the District Attorney.<br /><br />Nothing too special here. Richard Roundtree has little more than a cameo as the police chief. One of the dirty-talking sixteen year olds is played by an actress who also voiced Peanuts character Peppermint Patty! According to the IMDb, the other died quite young, just several years after this movie: sad."
0,"This movie had terrible acting, terrible plot, and terrible choice of actors. (Leslie Nielsen...COME ON!!!) The one part I considered slightly funny was the battling FBI/CIA agents, but because the audience was mainly kids they didn't understand that theme."
0,"If you want to waste a small portion of your life sit in front of this predictable zombie film. It fails at the first post by not being scary OR funny. It is a dull grey movie that I guess went straight to video. Hammy and tongue in cheek acting leave a sour taste in the mouth. If you want to watch a poor but still watchable recent zombie film watch Diary of the Dead. Poor special effects, school level script. Zombie films work if they have a moral point or even a political point . This movie has nothing, there is no worthy point that zombification underscores. This is as thrilling and convincing as a Republican Convention, no sorry watching the Republican Convention would be a better example of a Zombie movie."
0,"Writer-director Patrice Leconte takes a universal and potentially bottomless subject - friendship - and turns it into a flat and meaningless farce, despite A-list actors, fine cinematography and elegant production design. It's all in the plot, and the plot is laughable. ""Teach me how to be likable"", art dealer François Coste (Daniel Auteuil) tells a random stranger (Dany Boon), and that about sums it up. We learn next to nothing about friendship, and Daniel Auteuil may be a fine actor, but not one minute do we believe he could be the cut-throat egoist the script depends on him to be. Just as we hope the travesty is over, Leconte pulls one of his usual cathartic third acts, fast-forwarding from damage to disaster. Like François's treasured Greek vase, everyone and everything in this movie is a fake. Leconte's only asset is Julie Gayet in the part of Coste's business partner Catherine, looking swell and sexy despite a major mishap of a haircut."
0,"Found this film in a DVD discount rack for $10. It wasn't worth it. Some of the camera work and dialog look and sound as if it were done by a film student. Sandra's performance was somewhat credible, but the film was predictable and the action was spotty and dragged.<br /><br />One thing that I will give them, however. Unlike most action films, people in this film actually ran out of ammo and scavanged dead bodies for new weapons and ammunition."
0,"Due to rather dubious plate tectonics, Japan starts to slip under the sea. Initial predictions say it'll take about 40 years before the country is submerged, but a rogue scientist adds in some even more dubious science and determines it will actually take less than 1 year! The government think he's a crackpot, but evidence soon starts bearing his theory out.<br /><br />This big budget disaster movie follows the formula set by any number of Hollywood films of the late 90's (I assume, having seen none of them), with the scale of disaster and tragedy bringing out the nobility of the human (well, Japanese) spirit in acts of heroism and sacrifice, and proving the power of love or something like that. i.e. it's as naive in its psychology as it's geology... we all know that half the populace would be out raping and looting the minute they thought the police had their back turned, and the other half would just panic and be useless.<br /><br />The film does have some very nice special effects, but is not as slick or expensive looking as an equivalent Hollywood production would be. It is at least as nationalistic, humourless and lacking in self-awareness as that Hollywood film would be though, and probably has even worse acting. It does have the hot evil chick from Battle Royale as one of the leads... but she's not even slightly evil, and is therefore much less hot.<br /><br />The film is much too long at 132 minutes, and gets worse and worse as it progresses towards a conclusion that had me in danger of puking. I certainly didn't care in the slightest whether Japan sank or not by the half way point, and well before the end I was trying to think of ways to expedite the process should I ever find myself in that situation for real.<br /><br />But, it does have nice special effects, and Kou Shibasaki is still pretty hot, so I magnanimously give it... 3/10."
0,"While not as bad as some movies (like the horrible ""Atomic Twister""), ""Meltdown"" still relies upon common misconceptions and inaccuracies about the nuclear power industry to advance its plot. I am currently studying Nuclear Engineering in the pursuit of a Masters Degree, and it was easy to point out flaws that would be obvious to anyone involved with the industry.<br /><br />Riding the false fear that a Chernobyl style meltdown could happen in an American plant, the movie states that any meltdown (even partial, according to one of the guest commentators in the movie) would mean disaster for the area. In fact, a partial meltdown in an American plant, while destroying the core, would not pose any risk to the surrounding area. Three Mile Island experienced a partial meltdown and no radioactive material was released into the environment at all, thanks to the natural stability of the fuel and core design used in this country paired with substantial containment. <br /><br />The security steps shown in the movie were perhaps the part of the movie furthest from the truth. At any important strategic location -- be it power plant, chemical plant, military base, anything -- you will never see personnel responding to an alarm by milling around talking as if it were an unannounced drill. This is especially true at a nuclear plant, where, upon the sounding of the alarm, the reactors would be SCRAMed immediately, shutting them off. SCRAMing can be done with the push of a button in the control room (you do not need to put the core in ""shutdown mode"" like depicted in the movie), and the chemistry of nuclear fission prevents a core from being brought back up to power within about 9 hours of a SCRAM. So if this scenario played out in real life, the assailants would not be able to cause a significant meltdown. In theory, they could still cause a partial one due to residual heat if they exposed the core immediately, but that would be almost impossible given the numerous backup systems present in a plant -- there are many more than the single backup pumps they speak of in the movie.<br /><br />As for the spent fuel pools, it may be possible to turn the pools into a dirty bomb by blowing them up, but this is far more difficult than simply parking a truck full of explosives near the pools. The fuel is under (approximately) 18 feet of highly purified water. The water cannot become radioactive (no radioactive steam like they speak of in the movie). Particles dissolved in water can, but the water itself cannot; thus the reason for very thorough purification. So the only way to turn a fuel pool into a dirty bomb is to get the fuel out of the water. This is no easy task as water is very heavy, and the pools are below ground with very thick concrete walls. The explosives would have to be in the pool below the fuel (which is securely fastened). And there would have to be a heck of a lot of explosives, as water is *very* hard to move through an explosion. Even if this were to occur, spent fuel is not extremely radioactive, and the explosion would not cause nearly as high a death toll as mentioned in the movie, especially given the small amount of radioactive material that would be spread. <br /><br /> From a basic movie standpoint, I grew somewhat tired of the style used. The constant fading in and out, use of gritty black and white, and fast tracking and panning looked amateurish. The characters were one-dimensional, especially those in the US government. I have some problems with the twist thrown in the movie, but will not discuss it as it would be a major spoiler.<br /><br />Overall, 3/10"
0,"I am not so old that I can't remember laughing at Bobcat Goldthwait a couple times. But some where in all his years of drug abuse he lost his sense of humor as well as his brain cells.<br /><br />From the moment this film opens you can have no sympathy nor empathy for the female lead. Neither will you find anything remotely funny after hearing the opening line. Goldthwait obviously hates himself so much that he needs to degrade in order to feel better- even if it is his own imaginary characters he degrades. <br /><br />If you ever saw Shakes the Clown you know how unfunny Bobcat was 15 years ago...this movie is worse. It was not even funny by accident It is sad, pathetic and a total waste of time. May Goldthwaits' hands be rendered paralyzed so he can not write another script. Strike his tongue so he can not dictate another unfunny scene. He is sad and pathetic and needs to make room for a new talent dying to get into Hollywood"
0,"In the only act of commonsense they have ever made, the NSW Film & Television Office refused to fund this film. The Producers kicked up a big stink & in a blaze of publicity took their production to Victoria. Apart from the lost work for technicians, NSW were lucky not to have been involved...<br /><br />The film fails on just about every level. The post modernism fails, the casting fails (what is Rose Byrne's character all about ? which 1 dimensional snarling nasty did Hugo Weaving channel ? what the hell is Pia Miranda's character doing?) and the story is a clichéd mess of contradictions. In fact, the story runs like a dragged out prelude rather than a complete plot line.<br /><br />It might have had a chance if the ""pop culture meets depression"" style was better thought out and executed. If the casting was quirkier, if the style was less serious ... if just about everything was different. <br /><br />Apart from the usual excellence in costume, design & cinematography (like most Australian films), the film is just a total miscue. <br /><br />At a reported budget in excess of $7m, ""The Tender Hook"" is a symptom of the malaise of the Australian film industry - the wrong people and the wrong projects are getting funded. Compare this mess with ""Noise"" (under $2m), or ""Cedar Boys"" (under $1m) and you get the idea. The tough, interesting films are struggling for funding and the flabby, overblown projects with name casts are getting the bucks.<br /><br />The funding bodies who invested in this deserve to go the same way as Hugo Weaving's character at the end of the film."
0,"This rendition of ""Noah's Ark"" has set Hallmark's (and Turner's) reputation back about 100 years. However, the production has it's bright side...a learning experience for neophyte movie entrepreneurs in ""how not to make a movie""<br /><br />Where in the annals of Biblical literature and common sense can one find these quotes and situations:<br /><br />""Ok, boys, let's saddle up."" ""It's too bad that God created the sun to shine only during the day when we really needed it at night."" ""We're not kissing...we're only whispering in each others' mouths.""<br /><br />Lumber for building the Ark with ""Georgia Pacific"" stamped on it. Metal nails. Kids flying kites. A peddler (how can James Coburn sleep after this) selling Chinese hats. Pirates attacking a wooden Ark, which they wished to capture, with flaming tar balls of fire shot from catapults. Glass bottles of wine (Noah was in a continual state of inibriation. It was a miracle that he could see the Ark let alone build it.) Lady Godiva (Mary Steenberg in a blond wig tromping around the Ark on a white horse...still rated G) Warding off Biblical pirates with an iron (teflon-lined?) frying pan. Landing on Mount Ararat after having passed through the Straights of Hercules.<br /><br />etc., etc., etc.<br /><br />Special effects...you've got to see them in order not to believe them.<br /><br />The list goes on. This movie must not be missed; but if you want the full TV version, you must call NBC for the screen version...but only if you agree to absolve NBC of all responsibility of ever having aired the thing in the first place. Only the expurgated version exists in video stores (no pirates, etc.)...that is, those video stores that dare to stock it.<br /><br />Marvin Cohn<br /><br />"
0,"very disappointing and incoherent - every now and then a germ of an idea would develop and be discarded in the next line - it had the feel of a film that had been cut and re-cut to try and make it work - I was bored and distracted all the way through, and I'm speaking as a huge fan of the series. Many of the jokes were unoriginal and tired, The medieval section went on far too long and the quality of acting was very poor - some on the tiny guest spots, like Simon Peg and Liam Cunningham did more in their alloted 30 secs than the main cast did in 90 Min's.<br /><br />It's a shame, really.<br /><br />The only really interesting thing was getting a look inside the little shed on Soho Square - which is something everyone who is ever in that part of London wonders about."
0,"River Queen's sound recordist should have been fired, in this day and age there is no excuse for poor recording on the set. Mumbling voices was the end result, and the cinematography was average to fair at best. The story had potential and I feel sorry for the overseas actors who must have known they were on a turkey shoot while they were filming. Its obvious that the movie was suffering from el cheapo budget syndrome, and the scene where Temuera is procreating inside the house while a battle rages outside is just too stupid for words. <br /><br />I noticed a few shortcuts taken on the Maori protocol side of things, but this was probably due to movie length time restraints etc. All in all I wasn't impressed with this movie, the Whanganui river has many beautiful spots but this movie gives us a cold, drab and claustrophobic image, with none of the beauty. The movie needed more sunshine and better camera angles, less on screen confusion, better sound recording, and more thought needed to be put into what the movie goers would be seeing on the big screen. <br /><br />Hats off to all involved though for completing what must have been a very difficult shoo. I have the utmost appreciation for anyone who can make a feature film, sadly I did not enjoy this one."
0,"This movie is something horrible. I was laughing all the time. I was forced to stop in some scenes because my mom thought it's not polite to laugh when people are dying, but in this movie, even death looks ridiculous. Especially when Tornado Tommy is sucked into one tornado.<br /><br />Explosions of cars thrown onto buildings by the forces of wind look like ones from the old school side scroller game called R-Type. Dialogues are very bad and I am interested how they managed to persuade some of the actors to play in this movie. It is simply amazing how such bad movie can make it into the TV.<br /><br />Only real reason to watch this movie is to have some fun of nonsense and absurdity."
0,"This horrible action  sci-fi movie is a crap. I have just spent 90 minutes of my life watching one of the worst movies I have ever seen. The story does not make any sense, there are lots of flaws in the screenplay, the characters are badly developed, the unknown cast is horrible, the lead ham actor seems to be too old for his role. I was induced to buy this VHS, which has a magnificent cover, and see this crap due to the illogical IMDb User Rating and some ""ten stars"" reviews. I have just checked the authors, and each one of them has just one short review (of ""L.I.N.X."") issued in IMDb, and nothing else. Why are they promoting such a garbage? My vote is one.<br /><br />Title (Brazil): ""L.I.N.X. Conexão Letal"" (""L.I.N.X. Lethal Connection"")"
0,"Kill the scream queen may sound like a good slasher flick but it is terribly boring and very dumb.<br /><br />Kill the scream queen is about a crazy filmmaker who auditions girls to be in his snuff film. He rapes and tortures them. This is trash that is not amusing, suspenseful or entertaining.The killer has no motive,okay maybe hes just sick...and very dull. Maybe they could of gave a victim a story of their own. Anything could be an improvement. It needed a lot more.<br /><br />They could of put just a little more into it. I love horror/slasher films but this is ridiculously bad."
